1 1 5 -0.157735 54.83112554057796 -21.490145348460256 -31.990719051274468 
2 1 5 0.461154 54.32672532362224 -20.20383385923154 -32.087939705809504 
3 1 5 -0.120857 53.985950447223324 -22.537969661131278 -32.16714493271437 
4 1 5 -0.181051 52.71422437242212 -22.242483844454604 -32.58079378532643 
5 1 5 0.523942 52.1493305740227 -20.986018434289203 -32.69748184187487 
6 1 5 -0.519363 52.99936064155775 -19.90459509035396 -32.432059320241684 
7 1 36 -0.096579 51.76900213336783 -23.140557238883677 -33.04080038112517 
8 1 43 -0.608236 50.841804593798216 -20.981777069377028 -33.0658791070524 
9 1 9 0.451602 50.714615567318525 -22.31168976462837 -33.306260563620725 
10 1 5 -0.191867 49.56356828070539 -22.879370379647625 -33.92430016393373 
11 1 1 0.606504 51.75425601641936 -24.52246226632265 -33.059709500366715 
12 1 49 -0.470912 52.69134288818661 -25.177538762786078 -32.70904754904379 
13 1 5 -0.229961 50.50392096496098 -25.13476145020631 -33.470566374673666 
14 1 5 0.126401 49.43972958905659 -24.279978530128673 -33.94997744732304 
15 1 5 0.154623 48.23153453188559 -24.89773919683304 -34.3327851348074 
16 1 5 -0.04219 50.33256496323651 -26.49680831784293 -33.4882648661099 
17 1 5 -0.064092 49.14630133675053 -27.072303913770845 -33.83515715254168 
18 1 5 -0.215863 48.108237192337285 -26.298315987034822 -34.386965956225445 
19 1 5 -0.06043 48.45789097664908 -22.08121453454017 -34.26794970581894 
20 1 5 -0.039772 47.25541635278264 -22.71069234476211 -34.63242487127137 
21 1 5 -0.251497 47.1379407774404 -24.116366739955872 -34.73181973341041 
22 1 1 0.591682 46.87177141067499 -26.94938279939103 -34.81763358295609 
23 1 8 0.502678 45.90646555043776 -24.72215706652921 -35.14442049979341 
24 1 36 -0.120218 45.9211350742114 -26.07925761935733 -35.29271900006218 
25 1 49 -0.467478 46.634657323614945 -28.118210626774655 -34.616053759210075 
26 1 44 -0.581066 44.94270720523231 -23.97264620901312 -35.770633153949355 
27 1 24 0.192474 54.28762718378269 -23.51119095166944 -32.04033014134816 
28 1 24 0.240242 52.68147131803065 -18.81721876442244 -32.49469079259684 
29 1 24 0.138229 51.06129939048728 -27.115607350840413 -33.051917042275264 
30 1 24 0.144692 49.042342161322466 -28.197758053048787 -33.79827437562762 
31 1 24 0.14157 48.48072213008447 -20.99689162019935 -34.106960641490666 
32 1 24 0.13458 46.48018294746826 -21.977447691437067 -34.83537891029109 
33 1 5 -0.126708 44.778349405668756 -26.240405076927836 -36.0773092603271 
34 1 5 0.419356 44.269342529230094 -25.019189078835318 -36.3234160238374 
35 1 5 -0.098347 44.087836778883215 -27.385307460547597 -36.40454562108373 
36 1 5 -0.262634 42.879646272539226 -27.199309346749267 -37.14393664552849 
37 1 5 0.559165 42.34750334154481 -25.982095995113752 -37.39886114954572 
38 1 5 -0.501172 43.058199398791345 -24.863339825859754 -36.984402941661244 
39 1 36 0.023421 41.91670639574687 -28.19871651664223 -37.498651553663834 
40 1 43 -0.632248 41.21532316077233 -26.025025046135003 -38.13115174350204 
41 1 9 0.438248 40.98799639986869 -27.404392206516466 -38.12623289236176 
42 1 5 -0.349588 39.77012716929993 -28.06372048412134 -38.775438524554815 
43 1 1 0.552097 41.86058109116129 -29.54224315392709 -37.41742450318747 
44 1 49 -0.464885 42.706069042621216 -30.197846430241853 -36.86223185872082 
45 1 5 -0.323658 40.618825220738835 -30.183671010415217 -38.01805278350811 
46 1 5 0.299412 39.599365388441974 -29.434542717652334 -38.594890597844305 
47 1 5 -0.175325 38.44446393905561 -30.0340864797841 -39.159397201781275 
48 1 5 0.103522 40.322844116984044 -31.52148071988142 -37.80310529468354 
49 1 5 -0.298216 39.12008270077327 -32.077584991124404 -38.285800824480695 
50 1 5 0.073099 38.19568910149403 -31.372756326345982 -38.94222061968534 
51 1 5 0.147264 38.88390182121028 -27.263516790490442 -39.40584613441905 
52 1 5 -0.428262 37.7476891783422 -27.85255433573244 -39.96492889194409 
53 1 5 0.326889 37.52471384223095 -29.260204663404956 -39.88633962434785 
54 1 1 0.618417 36.944285768383104 -31.960995563409163 -39.566347888173055 
55 1 8 0.121679 36.280407890358205 -29.81188597233959 -40.4318660415813 
56 1 36 -0.480524 36.03232637727273 -31.129819169757795 -40.077638624301024 
57 1 49 -0.522072 36.860565179918176 -33.12772896746853 -39.69220475474755 
58 1 38 -0.531155 35.24456849489114 -29.39849195713355 -41.07617729249778 
59 1 24 0.18445 44.47124678868697 -28.43061153738617 -36.188100846754125 
60 1 24 0.233966 42.74780267575504 -23.870093462742854 -37.16794978700457 
61 1 24 0.120008 41.09028258045062 -32.065613000699194 -37.24989331605842 
62 1 24 0.188592 39.07074112475455 -33.17461970005557 -38.17456405948177 
63 1 24 0.120778 39.07055976279204 -26.16777937296818 -39.5420327404574 
64 1 24 0.184993 37.10050478491664 -27.22992458163163 -40.63852487078079 
65 1 5 -0.222976 -58.594762474714315 -17.57915295085316 -25.9205327772509 
66 1 5 -0.125285 -59.272241859719784 -18.636992945039058 -26.49048888709277 
67 1 5 0.543564 -58.847167794844154 -16.244703753178143 -26.308923668346075 
68 1 5 -0.156765 -60.149576352963294 -18.263806918970406 -27.51348094157315 
69 1 5 -0.556774 -59.78833171252479 -15.936030497191794 -27.230377221237422 
70 1 5 0.506383 -60.55064369726023 -16.977646523025946 -27.768782407149192 
71 1 1 0.596306 -61.357005684169714 -20.386193607405286 -28.12949823618528 
72 1 49 -0.472075 -60.67383924371413 -21.048485836554722 -27.406984222407594 
73 1 5 -0.06667 60.15447115746268 -22.276822122033273 -28.836850408217966 
74 1 5 -0.203116 60.37425659300909 -20.929351938912216 -28.84715886046943 
75 1 8 0.443406 61.10241536036661 -18.185171878214227 -28.894723741972093 
76 1 36 -0.093814 -61.052489904624544 -19.07188924019903 -28.226080327723064 
77 1 5 -0.04692 59.0791768422356 -22.7734213855734 -29.61284466894157 
78 1 5 0.111094 59.56500790326391 -20.048160392488345 -29.565520935848543 
79 1 5 -0.190277 59.889794720123646 -18.67582873996303 -29.58786198749515 
80 1 44 -0.592501 61.34830561727358 -16.89137764667561 -28.623199199799625 
81 1 5 -0.219059 58.18346829210778 -21.90595750736579 -30.254805512605515 
82 1 5 0.146216 58.452260220004725 -20.53177061377015 -30.23921505033564 
